elapsed_s	timestamp_ms	rss	cpu_percent
54214.0	1787677177783	12091392	0.0
54216.0	1787677179785	12091392	0.0
54218.0	1787677181784	12091392	0.0
54220.0	1787677183783	12091392	0.0
54222.0	1787677185785	12091392	0.0
54224.0	1787677187782	12091392	0.0
54226.0	1787677189791	12091392	0.0
54228.0	1787677191781	12091392	0.0
54230.0	1787677193785	12091392	0.0
54232.0	1787677195791	12091392	0.0
54234.0	1787677197787	12091392	0.0
54236.0	1787677199789	12091392	0.0
54238.0	1787677201785	12091392	0.0
54240.0	1787677203789	12091392	0.0
54242.0	1787677205783	12091392	0.0
54244.0	1787677207785	12091392	0.0
54246.0	1787677209785	12091392	0.0
54248.0	1787677211785	12091392	0.0
54250.0	1787677213790	12091392	0.0
54252.0	1787677215788	12091392	0.0
54254.0	1787677217785	12091392	0.0
54256.0	1787677219786	12091392	0.0
54258.0	1787677221783	12091392	0.0
54260.0	1787677223788	12091392	0.0
54262.0	1787677225786	12091392	0.0
54264.0	1787677227786	12091392	0.0
54266.0	1787677229785	12091392	0.0
54268.0	1787677231782	12091392	0.0
54270.0	1787677233788	12091392	0.0
54272.0	1787677235782	12091392	0.0
54274.0	1787677237784	12091392	0.0
54276.0	1787677239786	12091392	0.0
54278.0	1787677241792	12091392	0.0
54280.0	1787677243784	12091392	0.0
54282.0	1787677245786	12091392	0.0
54284.0	1787677247788	12091392	0.0
54286.0	1787677249789	12091392	0.0
54288.0	1787677251792	12091392	0.0
54290.0	1787677253790	12091392	0.0
54292.0	1787677255789	12091392	0.0
54294.0	1787677257790	12091392	0.0
54296.0	1787677259792	12091392	0.0
54298.0	1787677261792	12091392	0.0
54300.0	1787677263788	12091392	0.0
54302.0	1787677265792	12091392	0.0
54304.0	1787677267792	12091392	0.0
54306.0	1787677269787	12091392	0.0
54308.0	1787677271788	12091392	0.0
54310.0	1787677273790	12091392	0.0
54312.0	1787677275784	12091392	0.0
54314.0	1787677277792	12091392	0.0
54316.0	1787677279788	12091392	0.0
54318.0	1787677281789	12091392	0.0
54320.0	1787677283790	12091392	0.0
54322.0	1787677285791	12091392	0.0
54324.0	1787677287789	12091392	0.0
54326.0	1787677289787	12091392	0.0
54328.0	1787677291792	12091392	0.0
54330.0	1787677293792	12091392	0.0
54332.0	1787677295789	12091392	0.0
54334.0	1787677297787	12091392	0.0
54336.0	1787677299789	12091392	0.0
54338.0	1787677301792	12091392	0.0
54340.0	1787677303788	12091392	0.0
54342.0	1787677305784	12091392	0.0
54344.0	1787677307788	12091392	0.0
54346.0	1787677309783	12091392	0.0
54348.0	1787677311792	12091392	0.0
54350.0	1787677313790	12091392	0.0
54352.0	1787677315792	12091392	0.0
54354.0	1787677317792	12091392	0.0
54356.0	1787677319784	12091392	0.0
54358.0	1787677321785	12091392	0.0
54360.0	1787677323793	12091392	0.0
54362.0	1787677325783	12091392	0.0
54364.0	1787677327785	12091392	0.0
54366.0	1787677329791	12091392	0.0
54368.0	1787677331791	12091392	0.0
54370.0	1787677333793	12091392	0.0
54372.0	1787677335793	12091392	0.0
54374.0	1787677337787	12091392	0.0
54376.0	1787677339785	12091392	0.0
54378.0	1787677341792	12091392	0.0
54380.0	1787677343789	12091392	0.0
54382.0	1787677345789	12091392	0.0
54384.0	1787677347789	12091392	0.0
54386.0	1787677349792	12091392	0.0
54388.0	1787677351793	12091392	0.0
54390.0	1787677353791	12091392	0.0
54392.0	1787677355791	12091392	0.0
54394.0	1787677357791	12091392	0.0
54396.0	1787677359793	12091392	0.0
54398.0	1787677361788	12091392	0.0
54400.0	1787677363789	12091392	0.0
54402.0	1787677365787	12091392	0.0
54404.0	1787677367789	12091392	0.0
54406.0	1787677369784	12091392	0.0
54408.0	1787677371791	12091392	0.0
54410.0	1787677373789	12091392	0.0
54412.0	1787677375793	12091392	0.0
54414.0	1787677377792	12091392	0.0
54416.0	1787677379793	12091392	0.0
54418.0	1787677381793	12091392	0.0
54420.0	1787677383792	12091392	0.0
54422.0	1787677385789	12091392	0.0
54424.0	1787677387792	12091392	0.0
54426.0	1787677389789	12091392	0.0
54428.0	1787677391790	12091392	0.0
54430.0	1787677393791	12091392	0.0
54432.0	1787677395790	12091392	0.0
54434.0	1787677397785	12091392	0.0
54436.0	1787677399793	12091392	0.0
54438.0	1787677401789	12091392	0.0
54440.0	1787677403784	12091392	0.0
54442.0	1787677405787	12091392	0.0
54444.0	1787677407794	12091392	0.0
54446.0	1787677409790	12091392	0.0
54448.0	1787677411784	12091392	0.0
54450.0	1787677413789	12091392	0.0
54452.0	1787677415794	12091392	0.0
54454.0	1787677417790	12091392	0.0
54456.0	1787677419788	12091392	0.0
54458.0	1787677421794	12091392	0.0
54460.0	1787677423791	12091392	0.0
54462.0	1787677425786	12091392	0.0
54464.0	1787677427787	12091392	0.0
54466.0	1787677429791	12091392	0.0
54468.0	1787677431794	12091392	0.0
54470.0	1787677433794	12091392	0.0
